model_number,species,order,family,ds,log10mdd_family,log10mdd_order,log10mdd,log10mdd_best,form,growth.form,height,habitat,riparian,fruit.type,category,dispersal.adaptations,seed.mass,mechanism1,mechanism2,mechanism3,mechanism4,mechanism5,distance,dispersal.ref,NZ.dispersal.notes,overseas.dispersal.notes,DW.dispersal.notes,NZseeds,NZFloraOnline,NZPCN,Kew SID
4,Amphilophium crucigerum,Lamiales,Bignoniaceae,wind.special,1.4841755706780388,1.3561287915998161,NA,1.4841755706780388,vine,shrub,NA,NA,NA,capsule,dry,winged seed,0.05579,wind,NA,NA,NA,NA,NA,"Ogle, C. (2022): Amphilophium crucigerum Fact Sheet (content continuously updated). New Zealand Plant Conservation Network. https://www.nzpcn.org.nz/flora/species/amphilophium-crucigerum/ (16 June 2022)",NA,NA,NA,NA,2022-06-16T00:00:00Z,44728,2022-06-19T00:00:00Z
4,Dolichandra unguis-cati,Lamiales,Bignoniaceae,wind.special,1.5170690554953807,1.389022276417158,NA,1.5170690554953807,vine,shrub,NA,"NZ Flora Online:  shrubland, wasteland",NA,capsule,dry,winged seed,0.01833,wind,NA,NA,NA,NA,NA,"NZPCN website, accessed 11 April 2023",NA,NA,NA,NA,2022-06-16T00:00:00Z,45027,2022-06-21T00:00:00Z
4,Eccremocarpus scaber,Lamiales,Bignoniaceae,wind.special,1.6301020279801666,1.5020552489019439,NA,1.6301020279801666,vine,shrub,NA,"NZ Flora Online: open, roadside",NA,capsule,dry,winged seed,4e-4,wind,NA,NA,NA,NA,NA,NZPCN,seeds have a prominent wing that aids wind dispersal (NZPCN),NA,NA,NA,2022-06-07T00:00:00Z,45040,2022-06-21T00:00:00Z
4,Humulus lupulus,Rosales,Cannabaceae,wind.special,NA,1.410402252329337,NA,1.410402252329337,vine,shrub,NA,"Webb et al. 1988: waste places, riverbanks, deserted gardens, often scrambling over scrub or trees at forest margins; NZ Flora Online:  bank, clay, coast, dry, forest edge, gap, gravel, hill, lowland, margin, open, pasture, river terrace, roadside, sand, scrubland, sheltered, shrubland, silt, slope, stone, terrace, track, wasteland",riparian,achene,dry,winged seed,0.00262,wind,NA,NA,NA,NA,NA,"Ridley 1930, cited in SID",NA,"bract around achene acts as a wing (Ridley 1930, cited in SID)",NA,NA,2023-10-02T00:00:00Z,NA,2023-10-02T00:00:00Z
4,Lonicera japonica,Dipsacales,Caprifoliaceae,animal,1.7892467961416334,2.014564539140735,NA,1.7892467961416334,vine,shrub,NA,"NZ Flora Online: bank, coast, dry, flat , forest, forest edge, gravel, hill, lake margin, lava, loam, lowland, margin, open, pasture, roadside, sand, shaded, sheltered, shrubland, terrace, track, wasteland. NZPCN: A plant of coastal and lowland communities which grows in moderately fertile sites. The plant grows more vigorously in deeper valley soils (Department of Conservation 1996). Grows best on calcerous soils and moist forest soils; it rarely establishes on excessively drained and drought-prone sandy or stony soils (Williams and Timmins, 1997).

Occurs in scrub, forest margins, shrublands, disturbed or secondary forest, coastal areas, modified lowland forest, wetland margins, inshore islands, roadsides, farm hedges, wasteland, rough pasture, open forest, forest, wetlands, streambanks and around margins and in clearings (Webb et. al. 1988).",NA,berry,fleshy,fleshy,0.0018,internal,NA,NA,NA,NA,NA,Esler 1988; Timmins & Mackenzie 1995; Williams & Karl 1996; Atkinson 1997,Has succulent fruits which are dispersed by birds quite effectively (Esler 1988). Bird-dispersed (Atkinson 1997).,vertebrates observed consuming fruits (Meisenburg & Fox 2002),NA,NA,2022-06-08T00:00:00Z,45096,2023-06-19T00:00:00Z
4,Cuscuta campestris,Solanales,Convolvulaceae,animal,NA,1.8420194095058113,NA,1.8420194095058113,NA,herb,NA,wetlands,NA,capsule,dry,NA,8.399999999999999e-4,internal,water,attachment,NA,NA,NA,"Costea et al. 2016; Oveisi et al. 2020; Zidon et al. 2016; DOC: https://www.doc.govt.nz/contentassets/fcebada855be443a89ba27f28b352140/factsheet-golden-dodder.pdf, accessed 14 April 2023.","golden dodder can spread via plant fragments or seeds carried by water, vehicles, equipment, clothing or animals, or by seeds ingested and dispersed by birds (DOC website factsheet).",viable seeds found after passage through gut of wild waterfowl (Costea et al. 2016); viable seeds found in sheep and goat faeces after feeding trials (Oveisi et al. 2020); viable seeds found in Persian fallow deer faeces (Zidon et al. 2016).,NA,NA,2023-04-14T00:00:00Z,NA,2023-04-14T00:00:00Z
4,Cupressus macrocarpa,Pinales,Cupressaceae,wind.special,NA,2.414276168067465,NA,2.414276168067465,NA,tree,NA,NZPCN: regenerating bush and scrub near planted trees and hedgerows,NA,cone,dry,winged seed,0.01173,wind,NA,NA,NA,NA,NA,"Ogle 2023, NZPCN","seed dispersal by people, wind, gravity (Ogle, C. (2023): Hesperocyparis macrocarpa Fact Sheet (content continuously updated). New Zealand Plant Conservation Network. https://www.nzpcn.org.nz/flora/species/hesperocyparis-macrocarpa/ (6 June 2023)",NA,NA,NA,2022-06-03T00:00:00Z,45035,2022-06-20T00:00:00Z
4,Kennedia rubicunda,Fabales,Fabaceae,ballistic,NA,0.6321646161915068,NA,0.6321646161915068,vine,shrub,NA,"NZ Flora Online: bank, dry. NZPCN: In sun and semi-shade on sandstone soils.",NA,pod,dry,"explosively dehiscent pod, arillate seed",0.02541,ballistic,ant,NA,NA,NA,NA,Berg 1975,NA,NA,NA,NA,2022-06-08T00:00:00Z,45096,2023-06-19T00:00:00Z
4,Kennedia rubicunda,Fabales,Fabaceae,ant,NA,1.101916997247502,NA,1.101916997247502,vine,shrub,NA,"NZ Flora Online: bank, dry. NZPCN: In sun and semi-shade on sandstone soils.",NA,pod,dry,"explosively dehiscent pod, arillate seed",0.02541,ballistic,ant,NA,NA,NA,NA,Berg 1975,NA,NA,NA,NA,2022-06-08T00:00:00Z,45096,2023-06-19T00:00:00Z
4,Medicago lupulina,Fabales,Fabaceae,animal,NA,1.812753941685045,NA,1.812753941685045,NA,herb,NA,"mainly confined to stony, lime-containing soils, especially along rocky beaches, rivers and roads, and railway verges; riverbeds (Lammerink 1968)",riparian,pod,dry,"hard seed coat, indehiscent pod, buoyant pod, none",0.0016,internal,water,NA,NA,NA,NA,"Lammerink 1968; Dunbier 1972; Turkington & Cavers 1979; Sidhu 1971, cited in Turkington & Cavers 1979; Ridley 1930, cited in Turkington & Cavers 1979; Bartuszevige & Endress 2008; Albert et al. 2015",seed is readily dispersed by sheep (Lammerink 1968); The seeds of M. lupulina are able to pass through the digestive tract of grazing animals and remain viable (Dunbier 1972),"Seeds are dispersed internally by deer (sometimes) but not on deer fur or hooves (Albert et al. 2015); seeds can be dispersed great distances by birds and grazing animals (Sidhu 1971, cited in Turkington & Cavers 1979); seeds can float in water for up to 5 days (Ridley 1930, cited in Turkington & Cavers 1979); viable seeds dispersed in cattle faeces (Bartuszevige & Endress 2008); undefined seed dispersal morphology (McIntyre et al. 1995)",NA,NA,2022-06-15T00:00:00Z,NA,2022-06-22T00:00:00Z
4,Pueraria montana,Fabales,Fabaceae,animal,NA,1.9914663490056257,NA,1.9914663490056257,vine,shrub,NA,"Weedbusters: Forest, forest edges, riparian zones, scrub, shrubland, plantations, roadsides and urban areas.",riparian,pod,dry,none,0.012320000000000001,internal,NA,NA,NA,NA,NA,Aurambout & Endress 2018,NA,"seed dispersal behavior of kudzu is still not clear (Harron et al. 2020); Aurambout & Endress 2018: The importance of seed dispersal in the spread of kudzu is not clear and while some sources report kudzu seeds disperse less than six meters from the mother plant (Hipps, 1994, Pappert et al., 2000), others note potential dispersal across moderate distance via mammals and birds (EPPO, 2007). Anecdotal evidence indicates kudzu seedlings have been found hundreds of meters away from known source populations, suggesting possible seed dispersal (Boyda, 2013).",attachment or internal,NA,2022-06-16T00:00:00Z,NA,2022-06-22T00:00:00Z
4,Passiflora caerulea,Malpighiales,Passifloraceae,animal,NA,2.0423969218548885,NA,2.0423969218548885,vine,shrub,NA,"NZ Flora Online: bank, coast, flat , forest, gravel, margin, pasture, roadside, shrubland, slope, stone, wasteland. NZPCN: Coastal areas, lowlands, light gaps, prefers fertile soil (DOC, 1998). Forest margins and scrub, roadsides wastelands, farm and orchard hedges, domestic gardens",NA,berry,fleshy,fleshy,0.01005,internal,NA,NA,NA,NA,NA,NZPCN,"Seed dispersed by blackbirds, fruit is also eaten by possums (NZPCN); not eaten by birds (Esler 1988).",NA,NA,NA,2022-06-08T00:00:00Z,45097,2023-06-20T00:00:00Z
4,Passiflora edulis,Malpighiales,Passifloraceae,animal,NA,2.029669185326607,NA,2.029669185326607,vine,shrub,NA,"NZ Flora Online:  roadside, slope. NZPCN: Forest margins and shrubland in frost-free areas",NA,berry,fleshy,fleshy,0.015460000000000002,internal,NA,NA,NA,NA,NA,NZPCN,"Tends to be spread by people but birds can also spread seeds to remote sites (NZPCN). fruit leathery when ripe, not eaten by birds (Esler 1988). But Esler (1988) also says soft-skinned P. mollisima & P. caerulea fruits are ignored by birds, although there are records of birds eating both.",NA,NA,NA,2022-06-08T00:00:00Z,45097,2023-06-20T00:00:00Z
4,Passiflora tripartita,Malpighiales,Passifloraceae,animal,NA,3.001594377153217,NA,3.001594377153217,vine,tree,NA,"NZ Flora Online:  bank, clay, cliff, coast, dry, forest, gap, lowland, margin, open, roadside, rock outcrop, sand, shaded, sheltered, shrubland, slope, stone, terrace, wasteland. NZPCN: shrublands, forest margins, roadsides, wastelands, farm and orchard hedges and domestic gardens",NA,berry,fleshy,fleshy,0.029,internal,NA,NA,NA,NA,NA,Williams & Buxton 1995; Williams & Karl 1996; Beavon 2007,"No fruits found with peck marks despite hundreds of fruits seen & presence of birds in study area (Beavon 2007). Possums observed eating fruits and hundreds of viable seeds found in pig droppings, although a small percentage of seeds damaged (Beavon 2007). Possums defecated viable seeds but detroyed others (Beavon 2007). Rats consumed fruits but did not defecate any viable seeds (Beavon 2007). Only one mouse seen briefly eating fruit but unlikely to have any effect on seed dispersal (Beavon 2007).","In Hawaii dispersed primarily by feral pigs, which provide a fertile medium for germination (Cronk & Fuller 1995). Long distance dispersal by birds (Cronk & Fuller 1995).",NA,NA,2022-06-08T00:00:00Z,45097,2023-06-20T00:00:00Z
4,Larix decidua,Pinales,Pinaceae,wind.special,2.5945347710150433,2.432180550510118,NA,2.5945347710150433,NA,tree,NA,"NZ Flora Online: alpine, bank, margin, open, pasture, ridge, roadside, slope; NZPCN: A plant of montane and subalpine habitats and sites of low fertility (Timmins & MacKenzie 1995). A plant of tussockland (Timmins & MacKenzie 1995).",NA,cone,dry,winged seed,0.0064,wind,NA,NA,NA,NA,NA,Timmins & Mackenzie 1995,NA,"Wind; Diaspore is blown by wind; Method not stated; (Young & Young, 1992); Diaspore=seed. The diaspore has wings or wing-like features.",NA,NA,2022-06-08T00:00:00Z,45048,2022-06-21T00:00:00Z
4,Lophospermum erubescens,Lamiales,Plantaginaceae,wind.special,1.3925026623345627,1.2750207940307838,NA,1.3925026623345627,NA,herb,NA,"NZ Flora Online: coast, gully, lava, margin, shaded, sheltered; NZPCN: Forest margins and scrub. Recorded from almost bare rock on Rangitoto Is.",NA,capsule,dry,winged seed,2.665e-4,wind,NA,NA,NA,NA,NA,NZPCN,dispersal by wind and people (NZPCN),NA,NA,NA,2022-06-08T00:00:00Z,45048,2022-06-21T00:00:00Z
4,Glyceria fluitans,Poales,Poaceae,animal,2.0636601638505665,1.8375145005969786,NA,2.0636601638505665,grass,herb,NA,"NZ Flora Online: bank, coast, lake margin, margin, moist, open, pasture, peat, roadside, sand, silt, slope, wetland; NZPCN: Aquatic in drains and other slow flowing waterbodies. Damp ground in swamps and pastures, drains and river banks.",riparian,caryopsis,aquatic,mucilage,0.0014299999999999998,water,attachment,internal,NA,NA,NA,NZPCN; Couvreur et al. 2004; Albert et al. 2015,"Seed and stem fragments spread within catchment via water flow. Contaminated diggers, livestock, soil movement, dumped vegetation, eel nets boats and trailers all spread seed and rhizomes into new catchments (NZPCN factsheet prepared by Paul Champion and Deborah Hofstra (NIWA)).","epichorous, mucilage adhesion (Rosenthal 2006); seeds dispersed internally by deer (Albert et al. 2015). Seeds dispersed attached to cattle fur (Couvreur et al. 2004)",NA,NA,2022-06-07T00:00:00Z,NA,2023-04-24T00:00:00Z
4,Cobaea scandens,Ericales,Polemoniaceae,wind.special,1.3224960568563315,1.336906827307559,NA,1.3224960568563315,vine,shrub,NA,"NZ Flora Online: bank, clay, cliff, coast, dry, forest edge, gap, gravel, lowland, margin, open, riparian, roadside, rock outcrop, sand, sheltered, shrubland, silt, slope, stone, terrace, wasteland; NZPCN: Potential to become a major weed in tall and undisturbed forests, natural open areas, scrub, forest remnants, hedgerows, roadsides, riverbanks, gardens, shelterbelts and undisturbed native forests (ARC, PestFacts).",riparian,capsule,dry,winged seed,0.0723,wind,NA,NA,NA,NA,NA,Esler 1988,NA,NA,NA,NA,2022-06-03T00:00:00Z,45035,2023-04-11T00:00:00Z
4,Persicaria capitata,Caryophyllales,Polygonaceae,ant,0.5197159913171463,0.8584770730498235,NA,0.5197159913171463,NA,herb,NA,"NZ Flora Online: bank, cliff, coast, dry, gravel, hill, loam, lowland, open, pasture, river terrace, roadside, rock outcrop, sand, slope, terrace, wasteland; NZPCN: Favours dry banks in full sun (DoC, 1998). Problem only in open rocky areas; requires full light (Cameron 1996)",riparian,nut,dry,elaiosome,0.0015065999999999999,ant,NA,NA,NA,NA,NA,Pemberton & Irving 1990,NA,"P. capitatum seed has an elaiosome (Pemberton & Irving 1990). P. lapathifolia (both endo- and ectozoochory) & P. senagalensis (ectozoochory) dispersed by water birds, both wetland species (Reynolds & Cumming 2016); P. pensylvanicum seeds germinated from white-tailed deer faeces (Flaherty et al. 2018)",NA,NA,2022-06-08T00:00:00Z,45056,2022-06-22T00:00:00Z
4,Rumex sagittatus,Caryophyllales,Polygonaceae,wind.special,1.0374493571610666,1.3762104388937437,NA,1.0374493571610666,vine,shrub,NA,"NZ Flora Online: bank, clay, cliff, coast, flat , gravel, hill, open, pasture, ridge, riparian, roadside, rock outcrop, sand, shrubland, silt, stone, terrace, wasteland",riparian,nut,dry,winged fruit,0.0018352,wind,NA,NA,NA,NA,NA,"Ridley 1930, cited in SID; Esler 1988","Wind dispersed (Esler 1988); Seeds are dispersed successfully by wing and germinate easily (Ermert and Clapp 1998, cited in NZPCN)","Wind; Diaspore is blown by wind; Method not stated; (Ridley, 1930, cited in SID); Diaspore=fruit. The diaspore has wings or wing-like features; Rumex sp. dispersed by water birds via endozoochory (Reynolds & Cumming 2016); R. acetosella seeds germinated from white-tailed deer faeces (Flaherty et al. 2018) and sheep faeces (Eichberg et al. 2007)",NA,NA,2022-06-08T00:00:00Z,45058,2022-06-23T00:00:00Z
4,Hakea gibbosa,Proteales,Proteaceae,wind.special,1.246790017113957,1.3430256395035538,NA,1.246790017113957,NA,shrub,NA,"NZ Flora Online: bank, dry, hill, open, ridge, roadside, track; NZPCN: A coastal and lowland plant. Plant grows in low fertility sites. The plant is found in scrub and forest margin, shrubland and gumlands (Timmins & MacKenzie 1995).",NA,capsule,dry,winged seed,0.044899999999999995,wind,NA,NA,NA,NA,NA,Esler 1988; Timmins & Mackenzie 1995; Cronk & Fuller 1995; Atkinson 1997,NA,wind dispersed (Cronk & Fuller 1995),NA,NA,2022-06-08T00:00:00Z,45043,2022-06-21T00:00:00Z
4,Hakea salicifolia,Proteales,Proteaceae,wind.special,2.260910004283595,2.3571456266731916,NA,2.260910004283595,NA,tree,NA,"NZ Flora Online:  bank, clay, gully, hill, lowland, open, pasture, peat, ridge, roadside, slope, terrace, track; NZPCN: A coastal and lowland plant (Timmins & MacKenzie 1995). The plant is found at sites with low fertility (Timmins & MacKenzie 1995). A plant confined to very poor soils (Timmins & MacKenzie 1995). The plant is found in low forest, scrub and forest margin, shrubland and fernlands (Timmins & MacKenzie 1995).",NA,capsule,dry,winged seed,0.0202,wind,NA,NA,NA,NA,NA,Esler 1988; Timmins & Mackenzie 1995; Atkinson 1997,NA,NA,NA,NA,2022-06-08T00:00:00Z,45043,2022-06-21T00:00:00Z
4,Hakea sericea,Proteales,Proteaceae,wind.special,2.247592677261466,2.343828299651063,NA,2.247592677261466,NA,tree,NA,"NZ Flora Online:  bank, coast, hill, lava, open, pasture, roadside, rock outcrop, scree, shrubland, silt; NZPCN: A coastal and lowland plant (Timmins & MacKenzie 1995). The plant grows in low fertility sites (Timmins & MacKenzie 1995). A plant of low forest, scrub and forest margin and shrubland (Timmins & MacKenzie 1995).",NA,capsule,dry,winged seed,0.0317,wind,NA,NA,NA,NA,NA,Esler 1988; Timmins & Mackenzie 1995; Atkinson 1997,Wind dispersed (Esler 1988).,NA,NA,NA,2022-06-08T00:00:00Z,45043,2022-06-21T00:00:00Z
4,Clematis flammula,Ranunculales,Ranunculaceae,wind.special,1.5468749441368943,1.441544142198078,NA,1.5468749441368943,vine,shrub,NA,NA,NA,achene,dry,achenes hairy; style elongated & feathery at fruiting,0.008119999999999999,wind,water,NA,NA,NA,NA,Esler 1988,In Clematis spp. the elongated style is plumose and readily airborne and waterborne at maturity (Esler 1988). C. flammula wind dispersed (Esler 1988).,NA,NA,NA,2022-06-03T00:00:00Z,NA,2023-04-11T00:00:00Z
4,Clematis terniflora,Ranunculales,Ranunculaceae,wind.special,1.5598191594389577,1.4544883575001413,NA,1.5598191594389577,vine,shrub,NA,"NZPCN: Bush margins, shrubland",NA,achene,dry,achenes hairy; style elongated & feathery at fruiting,0.00524,wind,water,NA,NA,NA,NA,Esler 1988,In Clematis spp. the elongated style is plumose and readily airborne and waterborne at maturity (Esler 1988).,NA,NA,NA,2022-06-03T00:00:00Z,45035,2023-04-11T00:00:00Z
